3.100,6.500,955.000
7.625,3.850,932.000
2.725,6.875,946.000
3.475,6.875,965.000
7.250,3.475,947.000
3.100,6.875,955.000
6.500,3.850,950.000
2.350,8.000,921.000
3.850,8.000,1015.000
3.100,7.625,946.000
2.725,7.250,943.000
5.750,3.100,938.000
3.475,8.000,983.000
7.250,2.725,881.000
4.225,6.875,1014.000
6.875,3.475,918.000
6.875,3.850,958.000
4.600,5.000,1007.000
7.250,3.100,925.000
6.125,4.600,954.000
7.250,4.225,937.000
4.225,8.000,1030.000
6.125,4.225,958.000
2.725,8.000,958.000
4.225,7.625,972.000
2.350,6.500,948.000
6.500,3.475,960.000
6.500,2.725,905.000
6.125,3.850,944.000
3.850,7.250,981.000
7.250,2.350,929.000
3.100,8.000,928.000
6.500,3.100,926.000
4.225,7.250,994.000
8.000,3.475,932.000
1.600,8.000,906.000
1.975,6.500,920.000
7.625,3.475,887.000
4.600,6.500,1014.000
7.625,3.100,918.000
4.225,5.375,1015.000
6.125,2.725,934.000
3.850,6.125,990.000
8.000,4.225,924.000
6.875,1.975,898.000
3.475,7.625,967.000
3.475,6.125,953.000
6.875,4.225,942.000
0,0,0
8.000,1.600,906.000
8.000,1.975,910.000
7.625,1.600,875.000
3.100,5.375,955.000
2.350,5.750,988.000
8.000,2.350,889.000
5.000,3.850,958.000
7.250,1.600,903.000
2.725,5.750,970.000
6.125,1.975,908.000
3.850,5.000,984.000
7.625,1.975,917.000
3.475,5.375,953.000
6.875,1.600,904.000
5.750,2.350,951.000
5.375,3.100,944.000
5.000,4.225,972.000
1.600,6.875,936.000
3.100,5.750,974.000
1.600,7.250,953.000
1.975,6.125,977.000
5.375,3.475,930.000
8.000,2.725,909.000
5.375,3.850,968.000
6.500,1.975,934.000
1.600,7.625,913.000
2.350,6.125,971.000
7.625,2.350,876.000
4.225,5.000,937.000
5.000,4.600,983.000
5.375,4.225,965.000
7.250,1.975,877.000
3.850,5.375,987.000
6.125,2.350,907.000
5.750,2.725,950.000
1.600,8.000,928.000
3.475,5.750,983.000
4.800,4.800,1028.000
2.725,6.125,962.000
5.375,4.600,993.000
6.875,4.600,962.000
1.975,7.250,920.000
4.600,6.125,994.000
8.000,3.100,913.000
4.600,5.750,1016.000
6.875,1.975,933.000
1.975,6.500,915.000
8.000,4.225,929.000
0,0,0
4.225,8.000,1016.000
4.600,6.875,987.000
6.875,4.600,965.000
8.000,1.600,897.000
8.000,4.225,951.000
4.600,6.500,1024.000
6.500,4.600,981.000
1.600,8.000,907.000
6.125,4.600,974.000
4.600,6.125,1000.000
2.350,5.750,982.000
1.600,6.875,911.000
5.750,2.350,932.000
6.125,1.975,900.000
2.350,8.000,925.000
1.975,6.125,940.000
5.750,4.600,980.000
1.975,8.000,922.000
3.850,5.000,968.000
4.225,7.625,995.000
3.850,8.000,991.000
4.600,5.750,985.000
6.875,1.600,925.000
5.000,3.850,951.000
3.100,5.375,965.000
5.375,3.100,951.000
2.725,8.000,938.000
1.600,7.250,927.000
8.000,3.850,941.000
4.225,7.250,970.000
3.475,8.000,954.000
3.100,8.000,953.000
7.625,4.225,938.000
8.000,3.475,894.000
4.600,5.375,1007.000
4.225,6.875,1025.000
8.000,1.975,911.000
1.600,7.625,914.000
2.350,7.625,902.000
7.625,1.600,880.000
5.375,4.600,990.000
4.225,6.125,998.000
4.225,6.500,997.000
2.350,7.250,919.000
8.000,3.100,902.000
7.250,1.600,901.000
8.000,2.725,896.000
4.225,5.750,992.000
0,0,0
4.225,8.000,1040.000
4.600,6.875,966.000
6.875,4.600,965.000
8.000,1.600,916.000
8.000,4.225,939.000
2.350,5.750,960.000
3.850,5.000,979.000
1.600,8.000,937.000
5.000,3.850,961.000
3.100,5.375,964.000
1.975,6.125,952.000
5.750,2.350,922.000
6.125,1.975,927.000
1.600,6.875,933.000
5.375,3.100,924.000
6.500,4.600,968.000
4.600,6.500,1002.000
6.125,4.600,960.000
6.875,1.600,915.000
3.850,8.000,1004.000
4.225,7.625,1003.000
5.750,4.600,965.000
4.600,6.125,1036.000
3.475,7.250,946.000
3.475,6.500,991.000
3.475,6.875,965.000
3.475,6.125,982.000
4.600,5.750,1000.000
3.850,6.875,980.000
6.125,3.475,944.000
3.850,6.125,996.000
3.850,6.500,997.000
3.850,7.250,1012.000
4.225,5.000,970.000
3.475,8.000,969.000
6.125,3.850,942.000
5.750,3.850,955.000
4.600,5.375,986.000
5.375,4.600,973.000
3.100,6.500,953.000
4.225,7.250,1011.000
7.625,4.225,944.000
4.800,4.800,984.000
3.100,6.125,954.000
5.750,3.475,915.000
5.000,4.225,965.000
6.125,3.100,913.000
4.600,5.000,990.000
0,0,0
4.225,8.000,1008.000
4.600,6.875,1008.000
8.000,1.600,917.000
8.000,4.225,954.000
6.875,4.600,985.000
2.350,5.750,946.000
1.600,8.000,915.000
3.100,5.375,981.000
3.850,5.000,967.000
1.975,6.125,936.000
1.600,6.875,916.000
5.000,3.850,968.000
4.600,6.500,1000.000
5.750,2.350,905.000
3.850,8.000,983.000
5.375,3.100,962.000
4.225,7.625,1001.000
6.125,1.975,917.000
2.350,8.000,899.000
2.350,7.250,928.000
6.875,1.600,901.000
4.600,6.125,1022.000
3.475,8.000,953.000
2.350,6.875,942.000
4.600,5.750,998.000
6.500,4.600,976.000
2.725,8.000,953.000
8.000,2.350,892.000
1.600,7.250,953.000
1.975,8.000,915.000
7.250,4.225,941.000
3.100,8.000,945.000
5.750,4.600,974.000
6.125,4.600,971.000
7.250,3.850,936.000
4.225,7.250,991.000
4.600,5.375,1011.000
2.725,7.250,936.000
8.000,3.475,904.000
6.875,2.725,915.000
6.875,2.350,902.000
2.725,6.875,967.000
8.000,3.850,945.000
3.850,5.750,993.000
8.000,2.725,882.000
2.350,7.625,930.000
7.625,4.225,951.000
3.475,5.375,987.000
0,0,0
4.225,8.000,981.000
4.600,6.875,1007.000
6.875,4.600,965.000
3.850,5.000,978.000
2.350,5.750,971.000
8.000,4.225,945.000
3.100,5.375,966.000
8.000,1.600,880.000
4.600,6.500,1014.000
5.000,3.850,976.000
4.225,7.625,1010.000
3.850,8.000,983.000
4.600,5.750,967.000
4.600,6.125,1009.000
1.975,6.125,916.000
1.600,8.000,912.000
4.600,5.375,1014.000
4.225,7.250,1000.000
3.850,6.125,988.000
3.850,7.250,1001.000
5.375,3.100,949.000
3.850,5.750,941.000
1.600,6.875,905.000
4.225,5.750,985.000
4.800,4.800,957.000
4.225,5.000,996.000
4.600,5.000,975.000
4.225,6.125,992.000
5.375,4.600,970.000
5.750,4.600,954.000
3.850,6.875,949.000
3.850,6.500,988.000
3.475,6.125,983.000
3.475,8.000,968.000
3.850,7.625,979.000
3.475,5.750,974.000
4.225,5.375,1024.000
5.000,4.600,959.000
4.225,6.875,990.000
5.750,2.350,911.000
3.100,6.125,970.000
3.475,7.250,956.000
6.500,4.600,956.000
2.725,6.125,938.000
2.725,5.750,967.000
5.000,4.225,960.000
6.125,4.600,968.000
3.100,5.750,956.000
0,0,0
4.225,8.000,1019.000
4.600,6.875,959.000
4.600,6.500,1010.000
4.225,7.625,992.000
6.875,4.600,962.000
3.850,5.000,988.000
4.600,6.125,1011.000
4.600,5.750,1000.000
3.850,8.000,992.000
8.000,4.225,933.000
3.100,5.375,992.000
4.225,7.250,971.000
2.350,5.750,959.000
5.000,3.850,945.000
4.600,5.375,1030.000
3.850,7.250,979.000
4.225,6.875,999.000
4.225,5.750,972.000
3.850,7.625,1000.000
3.475,8.000,960.000
4.225,6.125,1024.000
1.975,6.125,961.000
4.225,5.000,947.000
5.375,3.100,938.000
3.850,5.750,990.000
4.600,5.000,1009.000
3.850,6.125,1003.000
7.250,3.850,945.000
