Data_Point,Test_Time,DateTime,Step_Time,Step_Index,Cycle_Index,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,Temperature,Aux_Voltage
0,10.0005,1547860981.4571,10.0005,0,0,0.0,3.3965945,0.0,0.0,0.0,0.0,5.2452087e-05,,,
1,20.0001,1547860991.4567,20.0001,0,0,0.0,3.396585,0.0,0.0,0.0,0.0,-1.6212463e-05,,29.69550462517501,
2,30.0028,1547861001.4594,30.0028,0,0,0.0,3.3966517,0.0,0.0,0.0,0.0,-2.8610229e-06,,29.68655,
3,40.0019,1547861011.4585,40.0019,0,0,0.0,3.3965945,0.0,0.0,0.0,0.0,2.3841858e-05,,29.74733439210137,
4,50.0015,1547861021.4581,50.0015,0,0,0.0,3.3966241,0.0,0.0,0.0,0.0,-9.5367432e-07,,29.66606581273251,
5,60.0035,1547861031.4601,60.0035,0,0,0.0,3.3965793,0.0,0.0,0.0,0.0,-2.1934509e-05,,29.719995,
6,60.0061,1547861031.4627,60.0061,0,0,0.0,3.3965821,0.0,0.0,0.0,0.0,-2.1934509e-05,,29.718750991701246,
7,60.0758,1547861031.5324,0.0081,1,0,-1.0991907,3.3759542,1.5454141e-05,0.0,5.2493353e-05,0.0,-2.1934509e-05,,29.685402,
8,60.1303,1547861031.5869,0.0626,1,0,-1.1001062,3.3749318,1.5454141e-05,0.0,5.2493353e-05,0.0,-2.1934509e-05,,29.685459006311994,
9,60.1958,1547861031.6524,0.1281,1,0,-1.1000938,3.3738999,1.5454141e-05,0.0,5.2493353e-05,0.0,-2.1934509e-05,,29.68552751848512,
10,60.2863,1547861031.7429,0.2186,1,0,-1.1001129,3.3728957,1.5454141e-05,0.0,5.2493353e-05,0.0,-2.1934509e-05,,29.68562218034265,
11,60.4408,1547861031.8974,0.3731,1,0,-1.0999393,3.371881,1.5454141e-05,0.0,5.2493353e-05,0.0,-2.1934509e-05,,29.685783785392246,
12,60.6464,1547861032.103,0.5787,1,0,-1.1001606,3.3708692,1.5454141e-05,0.00017335213,5.2493353e-05,0.00058466318,-0.025532722,,29.685998840396753,
13,60.8756,1547861032.3322,0.8079,1,0,-1.1001778,3.3698487,1.5454141e-05,0.00017335213,5.2493353e-05,0.00058466318,-0.025532722,,29.686238580703336,
14,61.1474,1547861032.604,1.0797,1,0,-1.1001911,3.3688321,1.5454141e-05,0.00017335213,5.2493353e-05,0.00058466318,-0.025532722,,29.686522880072136,
15,61.4171,1547861032.8737,1.3494,1,0,-1.1001444,3.3678279,1.5454141e-05,0.00017335213,5.2493353e-05,0.00058466318,-0.025532722,,29.686804982867447,
16,61.7313,1547861033.1879,1.6636,1,0,-1.1002407,3.3668256,1.5454141e-05,0.00050556508,5.2493353e-05,0.001703794,-0.0038700104,,29.68713363210099,
17,62.0594,1547861033.516,1.9917,1,0,-1.1000471,3.3657765,1.5454141e-05,0.00050556508,5.2493353e-05,0.001703794,-0.0038700104,,29.687476820559063,
18,62.4322,1547861033.8888,2.3645,1,0,-1.1002188,3.3647628,1.5454141e-05,0.00050556508,5.2493353e-05,0.001703794,-0.0038700104,,29.68786676465284,
19,62.8021,1547861034.2587,2.7344,1,0,-1.1001902,3.3637443,1.5454141e-05,0.00083363871,5.2493353e-05,0.0028078442,-0.0030117035,,29.688253675383226,
20,63.181,1547861034.6376,3.1133,1,0,-1.1001663,3.3627172,1.5454141e-05,0.00083363871,5.2493353e-05,0.0028078442,-0.0030117035,,29.68865,
21,63.5848,1547861035.0414,3.5171,1,0,-1.1000891,3.3617167,1.5454141e-05,0.0010703219,5.2493353e-05,0.0036037434,-0.0027284622,,29.689389929617857,
22,63.9746,1547861035.4312,3.9069,1,0,-1.1000671,3.3607087,1.5454141e-05,0.0010703219,5.2493353e-05,0.0036037434,-0.0027284622,,29.69010420541043,
23,64.4115,1547861035.8681,4.3438,1,0,-1.1001596,3.3596959,1.5454141e-05,0.0010703219,5.2493353e-05,0.0036037434,-0.0027284622,,29.69090478800093,
24,64.8538,1547861036.3104,4.7861,1,0,-1.1000862,3.3586841,1.5454141e-05,0.001459003,5.2493353e-05,0.0049097803,-0.0024185181,,29.691715265638322,
25,65.3018,1547861036.7584,5.2341,1,0,-1.1001177,3.3576779,1.5454141e-05,0.001459003,5.2493353e-05,0.0049097803,-0.0024185181,,29.692536188047438,
26,65.7612,1547861037.2178,5.6935,1,0,-1.1001291,3.3566613,1.5454141e-05,0.0017359569,5.2493353e-05,0.0058397008,-0.0022563934,,29.693378,
27,66.2427,1547861037.6993,6.175,1,0,-1.1000776,3.3556199,1.5454141e-05,0.0017359569,5.2493353e-05,0.0058397008,-0.0022563934,,29.69611908536108,
28,66.7486,1547861038.2052,6.6809,1,0,-1.1000776,3.3546176,1.5454141e-05,0.002038677,5.2493353e-05,0.0068555162,-0.0022506714,,29.698999075151672,
29,67.2299,1547861038.6865,7.1622,1,0,-1.1001225,3.3536153,1.5454141e-05,0.002038677,5.2493353e-05,0.0068555162,-0.0022506714,,29.701739021951855,
30,67.7508,1547861039.2074,7.6831,1,0,-1.1001387,3.3525987,1.5454141e-05,0.002344097,5.2493353e-05,0.0078797787,-0.0020980835,,29.70470440380977,
31,68.2764,1547861039.733,8.2087,1,0,-1.1002302,3.3515954,1.5454141e-05,0.002344097,5.2493353e-05,0.0078797787,-0.0020980835,,29.707696541848783,
32,68.827,1547861040.2836,8.7593,1,0,-1.1001549,3.3505731,1.5454141e-05,0.002672897,5.2493353e-05,0.0089817857,-0.0019569397,,29.710831,
33,69.4364,1547861040.893,9.3687,1,0,-1.1001062,3.3495612,1.5454141e-05,0.002672897,5.2493353e-05,0.0089817857,-0.0019569397,,29.710786862790464,
34,70.0028,1547861041.4594,9.9351,1,0,-1.1002235,3.3485599,1.5454141e-05,0.0030333218,5.2493353e-05,0.010189048,-0.001865387,,29.710745839955738,
35,70.5739,1547861042.0305,10.5062,1,0,-1.1001911,3.3475404,1.5454141e-05,0.0032061674,5.2493353e-05,0.010767736,-0.0017900467,,29.710704476712603,
36,71.1758,1547861042.6324,11.1081,1,0,-1.1000738,3.3465371,1.5454141e-05,0.0032061674,5.2493353e-05,0.010767736,-0.0017900467,,29.710660882707977,
37,71.8093,1547861043.2659,11.7416,1,0,-1.1000605,3.3455129,1.5454141e-05,0.0035843384,5.2493353e-05,0.012033285,-0.0016622543,,29.710615,
38,72.3998,1547861043.8564,12.3321,1,0,-1.1000843,3.3445086,1.5454141e-05,0.0035843384,5.2493353e-05,0.012033285,-0.0016622543,,29.708352685921692,
39,73.0141,1547861044.4707,12.9464,1,0,-1.1000967,3.3435082,1.5454141e-05,0.0039534331,5.2493353e-05,0.013267723,-0.0016145706,,29.705999189667157,
40,73.7259,1547861045.1825,13.6582,1,0,-1.1001396,3.3424983,1.5454141e-05,0.0041693863,5.2493353e-05,0.013989664,-0.0015897751,,29.703272152984788,
41,74.3991,1547861045.8557,14.3314,1,0,-1.1001587,3.3414874,1.5454141e-05,0.0041693863,5.2493353e-05,0.013989664,-0.0015897751,,29.700693,
42,75.0798,1547861046.5364,15.0121,1,0,-1.1001453,3.3404698,1.5454141e-05,0.0045857271,5.2493353e-05,0.015380858,-0.0015363693,,29.706843093465046,
43,75.7942,1547861047.2508,15.7265,1,0,-1.1000576,3.3394551,1.5454141e-05,0.0048020934,5.2493353e-05,0.016103519,-0.0014638901,,29.713297664893616,
44,76.5357,1547861047.9923,16.468,1,0,-1.1000986,3.3384528,1.5454141e-05,0.0048020934,5.2493353e-05,0.016103519,-0.0014638901,,29.719997083586627,
45,77.2942,1547861048.7508,17.2265,1,0,-1.1002617,3.3374419,1.5454141e-05,0.0052604848,5.2493353e-05,0.017633848,-0.0014019012,,29.72685009650456,
46,78.0413,1547861049.4979,17.9736,1,0,-1.1001053,3.3364406,1.5454141e-05,0.0054891342,5.2493353e-05,0.018396839,-0.0014181137,,29.71349740330773,
47,78.8398,1547861050.2964,18.7721,1,0,-1.1002474,3.3354306,1.5454141e-05,0.0057328166,5.2493353e-05,0.019209759,-0.0013084412,,29.69922317712463,
48,79.674,1547861051.1306,19.6063,1,0,-1.1001415,3.334414,1.5454141e-05,0.0059871022,5.2493353e-05,0.020057792,-0.0013465881,,29.684310767003222,
49,80.523,1547861051.9796,20.4553,1,0,-1.1001062,3.3334098,1.5454141e-05,0.0059871022,5.2493353e-05,0.020057792,-0.0013465881,,29.66913378763008,
50,81.3817,1547861052.8383,21.314,1,0,-1.100215,3.3324084,1.5454141e-05,0.0065105273,5.2493353e-05,0.021802586,-0.0012054443,,29.675706902848077,
51,82.2659,1547861053.7225,22.1982,1,0,-1.1000824,3.331408,1.5454141e-05,0.0067804875,5.2493353e-05,0.022702066,-0.0011358261,,29.6824778428647,
52,83.1704,1547861054.627,23.1027,1,0,-1.1001959,3.3304048,1.5454141e-05,0.0070573878,5.2493353e-05,0.023624396,-0.0011758804,,29.689404234229812,
53,84.1232,1547861055.5798,24.0555,1,0,-1.1002035,3.3294015,1.5454141e-05,0.0073493891,5.2493353e-05,0.02459673,-0.0011720657,,29.70101584761154,
54,85.0777,1547861056.5343,25.01,1,0,-1.100256,3.3283982,1.5454141e-05,0.0076390984,5.2493353e-05,0.025561141,-0.0010271072,,29.712648632376123,
55,86.0886,1547861057.5452,26.0209,1,0,-1.1001911,3.3273759,1.5454141e-05,0.0079493448,5.2493353e-05,0.026593603,-0.0010461807,,29.724968781269276,
56,87.1298,1547861058.5864,27.0621,1,0,-1.1001434,3.3263755,1.5454141e-05,0.008267168,5.2493353e-05,0.027650964,-0.0010213852,,29.720381579159003,
57,88.2121,1547861059.6687,28.1444,1,0,-1.1001005,3.3253751,1.5454141e-05,0.0085978499,5.2493353e-05,0.028750766,-0.00098800659,,29.715611578317382,
58,89.2967,1547861060.7533,29.229,1,0,-1.1001425,3.3243737,1.5454141e-05,0.0089277998,5.2493353e-05,0.029847803,-0.0010089874,,29.710831440728157,
59,90.466,1547861061.9226,30.3983,1,0,-1.1002045,3.32336,1.5454141e-05,0.0092866197,5.2493353e-05,0.031040465,-0.00085639954,,29.688533976158883,
60,91.633,1547861063.0896,31.5653,1,0,-1.1002197,3.3223519,1.5454141e-05,0.0096423617,5.2493353e-05,0.032222539,-0.00087070465,,29.66627890703249,
61,92.8638,1547861064.3204,32.7961,1,0,-1.1001072,3.3213487,1.5454141e-05,0.010018394,5.2493353e-05,0.033471663,-0.0008392334,,29.68008125684149,
62,94.0939,1547861065.5505,34.0262,1,0,-1.1001644,3.3203473,1.5454141e-05,0.010394405,5.2493353e-05,0.034720328,-0.00080490112,,29.69387878372921,
63,95.3968,1547861066.8534,35.3291,1,0,-1.1001501,3.3193383,1.5454141e-05,0.010792899,5.2493353e-05,0.036043271,-0.00077629089,,29.70849287834104,
64,96.7604,1547861068.217,36.6927,1,0,-1.1001329,3.3183227,1.5454141e-05,0.011209487,5.2493353e-05,0.037425868,-0.00070476532,,29.710525718054672,
65,98.2282,1547861069.6848,38.1605,1,0,-1.1000614,3.3173184,1.5454141e-05,0.011659162,5.2493353e-05,0.038917825,-0.0007686615,,29.712712850992443,
66,99.6916,1547861071.1482,39.6239,1,0,-1.100131,3.3163161,1.5454141e-05,0.012106033,5.2493353e-05,0.040400021,-0.00074863434,,29.702753309818426,
67,101.2023,1547861072.6589,41.1346,1,0,-1.1001911,3.3153129,1.5454141e-05,0.012566623,5.2493353e-05,0.041927263,-0.00071620941,,29.692471,
68,102.8859,1547861074.3425,42.8182,1,0,-1.1001444,3.3143106,1.5454141e-05,0.013082467,5.2493353e-05,0.043637201,-0.00068950653,,29.696476,
69,104.4613,1547861075.9179,44.3936,1,0,-1.1001606,3.3133082,1.5454141e-05,0.013564602,5.2493353e-05,0.045234922,-0.00065326691,,29.688281879595404,
70,106.3758,1547861077.8324,46.3081,1,0,-1.100112,3.3123059,1.5454141e-05,0.014148649,5.2493353e-05,0.047169771,-0.00055980682,,29.678324,
71,108.1847,1547861079.6413,48.117,1,0,-1.1001472,3.3112969,1.5454141e-05,0.014701376,5.2493353e-05,0.049000293,-0.00051307678,,29.68745627352778,
72,110.1575,1547861081.6141,50.0898,1,0,-1.1002674,3.3102927,1.5454141e-05,0.015304309,5.2493353e-05,0.05099649,-0.00052547455,,29.697416,
73,112.2408,1547861083.6974,52.1731,1,0,-1.1001205,3.3092837,1.5454141e-05,0.015940856,5.2493353e-05,0.053103335,-0.00041866302,,29.691286294230586,
74,114.456,1547861085.9126,54.3883,1,0,-1.1001539,3.3082824,1.5454141e-05,0.016618943,5.2493353e-05,0.055346984,-0.00050926208,,29.705638352067535,
75,116.7649,1547861088.2215,56.6972,1,0,-1.1000481,3.3072772,1.5454141e-05,0.017323447,5.2493353e-05,0.057677314,-0.00047969818,,29.69649466547275,
76,119.0907,1547861090.5473,59.023,1,0,-1.1001844,3.3062758,1.5454141e-05,0.018035177,5.2493353e-05,0.060030855,-0.00039386749,,29.687283,
77,121.741,1547861093.1976,61.6733,1,0,-1.1001425,3.3052716,1.5454141e-05,0.018842006,5.2493353e-05,0.062698081,-0.00037384033,,29.699540537503772,
78,124.5609,1547861096.0175,64.4932,1,0,-1.1001797,3.3042655,1.5454141e-05,0.019705225,5.2493353e-05,0.065550834,-0.00035476685,,29.739115,
79,127.6124,1547861099.069,67.5447,1,0,-1.1002169,3.3032546,1.5454141e-05,0.020636456,5.2493353e-05,0.068627395,-0.00031471252,,29.718632,
80,130.7379,1547861102.1945,70.6702,1,0,-1.1000891,3.3022542,1.5454141e-05,0.02159391,5.2493353e-05,0.071789622,-0.00025939941,,29.6830631380215,
81,133.9973,1547861105.4539,73.9296,1,0,-1.1001577,3.3012424,1.5454141e-05,0.022590779,5.2493353e-05,0.075081043,-0.00027751923,,29.698356530741854,
82,137.7224,1547861109.179,77.6547,1,0,-1.1001825,3.300241,1.5454141e-05,0.023727885,5.2493353e-05,0.078834377,-0.00028896332,,29.675047,
83,141.7246,1547861113.1812,81.6569,1,0,-1.1000261,3.2992377,1.5454141e-05,0.024950357,5.2493353e-05,0.082868248,-0.00022697449,,29.64962,
84,146.1207,1547861117.5773,86.053,1,0,-1.1001816,3.2982326,1.5454141e-05,0.026293777,5.2493353e-05,0.087299846,-0.00017356873,,29.682121,
85,150.7787,1547861122.2353,90.711,1,0,-1.1001129,3.2972283,1.5454141e-05,0.027718751,5.2493353e-05,0.091999024,-0.00022792816,,29.679787,
86,156.006,1547861127.4626,95.9383,1,0,-1.1002607,3.2962213,1.5454141e-05,0.029316215,5.2493353e-05,0.097265445,-0.00012683868,,29.703544545510194,
87,161.6429,1547861133.0995,101.5752,1,0,-1.1003628,3.2952151,1.5454141e-05,0.031036893,5.2493353e-05,0.10293632,-0.00015926361,,29.708281,
88,167.74,1547861139.1966,107.6723,1,0,-1.1001501,3.2941985,1.5454141e-05,0.032902099,5.2493353e-05,0.10908167,-0.00020122528,,29.64938,
89,174.8497,1547861146.3063,114.782,1,0,-1.1000338,3.2931943,1.5454141e-05,0.035074998,5.2493353e-05,0.11623862,-0.0001373291,,29.644222,
90,182.5079,1547861153.9645,122.4402,1,0,-1.100028,3.2921767,1.5454141e-05,0.037413489,5.2493353e-05,0.12393861,-0.00010204315,,29.68264,
91,191.2748,1547861162.7314,131.2071,1,0,-1.1000538,3.2911754,1.5454141e-05,0.040093277,5.2493353e-05,0.13275968,-8.5830688e-05,,29.65930426617999,
92,201.0689,1547861172.5255,141.0012,1,0,-1.1001377,3.290174,1.5454141e-05,0.043087188,5.2493353e-05,0.14261173,-0.00011634827,,29.720091,
93,211.0715,1547861182.5281,151.0038,1,0,-1.1001873,3.2893023,1.5454141e-05,0.046141978,5.2493353e-05,0.15266117,-9.6321106e-05,,29.683794,
94,221.0758,1547861192.5324,161.0081,1,0,-1.1002293,3.2884221,1.5454141e-05,0.049201384,5.2493353e-05,0.16272312,-0.00015068054,,29.705219,
95,231.0815,1547861202.5381,171.0138,1,0,-1.100194,3.2876716,1.5454141e-05,0.052257981,5.2493353e-05,0.17277342,-9.3460083e-05,,29.703094,
96,241.0872,1547861212.5438,181.0195,1,0,-1.1001377,3.2870002,1.5454141e-05,0.055314992,5.2493353e-05,0.18282287,-4.1007996e-05,,29.701,
97,251.0925,1547861222.5491,191.0248,1,0,-1.1001225,3.2863088,1.5454141e-05,0.058372211,5.2493353e-05,0.19287093,-0.00012874603,,29.702912980880324,
98,261.0952,1547861232.5518,201.0275,1,0,-1.1001635,3.2857642,1.5454141e-05,0.061430011,5.2493353e-05,0.20291901,-6.1988831e-05,,29.65300049899527,
99,271.1003,1547861242.5569,211.0326,1,0,-1.1002016,3.285171,1.5454141e-05,0.064487524,5.2493353e-05,0.21296437,-9.059906e-05,,29.69755,
100,281.1053,1547861252.5619,221.0376,1,0,-1.1001272,3.2846656,1.5454141e-05,0.067546017,5.2493353e-05,0.22301124,3.8146973e-06,,29.657215,
101,291.1062,1547861262.5628,231.0385,1,0,-1.1001873,3.2841315,1.5454141e-05,0.070600644,5.2493353e-05,0.2330438,-7.6293945e-05,,29.677279799370062,
102,301.1098,1547861272.5664,241.0421,1,0,-1.1001177,3.283607,1.5454141e-05,0.073657408,5.2493353e-05,0.24308187,-8.392334e-05,,29.68243194849854,
103,311.1148,1547861282.5714,251.0471,1,0,-1.1001692,3.283175,1.5454141e-05,0.076715872,5.2493353e-05,0.25312403,1.2397766e-05,,29.681490009415292,
104,321.1216,1547861292.5782,261.0539,1,0,-1.1000767,3.2826543,1.5454141e-05,0.079772621,5.2493353e-05,0.2631591,-4.9591064e-05,,29.695635,
105,331.124,1547861302.5806,271.0563,1,0,-1.1001205,3.282228,1.5454141e-05,0.082830898,5.2493353e-05,0.27319777,-3.7193298e-05,,29.67821917411647,
106,341.1269,1547861312.5835,281.0592,1,0,-1.100194,3.2818255,1.5454141e-05,0.085888334,5.2493353e-05,0.28323233,1.9073486e-05,,29.721794,
107,351.1286,1547861322.5852,291.0609,1,0,-1.100132,3.2813611,1.5454141e-05,0.088943899,5.2493353e-05,0.29325938,-5.531311e-05,,29.667349544352017,
108,361.1314,1547861332.588,301.0637,1,0,-1.0999727,3.2809386,1.5454141e-05,0.092001677,5.2493353e-05,0.30329239,-5.531311e-05,,29.72412443239893,
109,371.1365,1547861342.5931,311.0688,1,0,-1.1000576,3.280539,1.5454141e-05,0.095058307,5.2493353e-05,0.31332034,-3.7193298e-05,,29.716846,
110,381.142,1547861352.5986,321.0743,1,0,-1.1001863,3.2800393,1.5454141e-05,0.098114282,5.2493353e-05,0.32334486,-9.727478e-05,,29.747248,
111,391.1426,1547861362.5992,331.0749,1,0,-1.1001806,3.2797055,1.5454141e-05,0.10117103,5.2493353e-05,0.33337063,-4.2915344e-05,,29.6873865985781,
112,401.1442,1547861372.6008,341.0765,1,0,-1.1002293,3.2793117,1.5454141e-05,0.10422789,5.2493353e-05,0.34339544,-2.6702881e-05,,29.710925764637658,
113,411.1503,1547861382.6069,351.0826,1,0,-1.1002235,3.2788281,1.5454141e-05,0.10728537,5.2493353e-05,0.35342106,-3.528595e-05,,29.760416,
114,421.1529,1547861392.6095,361.0852,1,0,-1.1001539,3.2784114,1.5454141e-05,0.11034243,5.2493353e-05,0.36344409,-2.4795532e-05,,29.745518,
115,431.1533,1547861402.6099,371.0856,1,0,-1.1001883,3.2780042,1.5454141e-05,0.11339822,5.2493353e-05,0.37346166,-0.00012493134,,29.721060244567774,
116,441.1591,1547861412.6157,381.0914,1,0,-1.1000738,3.2776341,1.5454141e-05,0.11645595,5.2493353e-05,0.38348433,-1.7166138e-05,,29.758296627845848,
117,451.1642,1547861422.6208,391.0965,1,0,-1.1001616,3.2771878,1.5454141e-05,0.11951537,5.2493353e-05,0.39351124,-4.3869019e-05,,29.700586,
118,461.1687,1547861432.6253,401.101,1,0,-1.1000824,3.2767863,1.5454141e-05,0.1225717,5.2493353e-05,0.40352681,-7.3432922e-05,,29.746487,
119,471.1736,1547861442.6302,411.1059,1,0,-1.100152,3.2763925,1.5454141e-05,0.12563026,5.2493353e-05,0.41354841,8.5830688e-06,,29.750494,
120,481.1761,1547861452.6327,421.1084,1,0,-1.1001863,3.2759423,1.5454141e-05,0.12868591,5.2493353e-05,0.42355925,-0.00010299683,,29.765607848899286,
121,491.1812,1547861462.6378,431.1135,1,0,-1.1002941,3.2755408,1.5454141e-05,0.13174444,5.2493353e-05,0.43357822,2.6702881e-05,,29.738058275359567,
122,501.1841,1547861472.6407,441.1164,1,0,-1.1002312,3.2751536,1.5454141e-05,0.13480149,5.2493353e-05,0.44359106,6.6757202e-06,,29.714546,
123,511.189,1547861482.6456,451.1213,1,0,-1.1001101,3.2747035,1.5454141e-05,0.13785703,5.2493353e-05,0.45359769,-7.6293945e-06,,29.7458606870065,
124,521.1948,1547861492.6514,461.1271,1,0,-1.1001987,3.2742772,1.5454141e-05,0.14091456,5.2493353e-05,0.46360949,-5.4359436e-05,,29.727922179286015,
125,531.196,1547861502.6526,471.1283,1,0,-1.0999775,3.2738252,1.5454141e-05,0.14397189,5.2493353e-05,0.47361937,-5.9127808e-05,,29.782393,
126,541.1994,1547861512.656,481.1317,1,0,-1.1002007,3.2734036,1.5454141e-05,0.14702792,5.2493353e-05,0.48362368,-3.0517578e-05,,29.751226311560952,
127,551.2046,1547861522.6612,491.1369,1,0,-1.1001921,3.2730231,1.5454141e-05,0.15008654,5.2493353e-05,0.49363518,-7.0571899e-05,,29.735937,
128,561.2063,1547861532.6629,501.1386,1,0,-1.1001234,3.2725091,1.5454141e-05,0.15314192,5.2493353e-05,0.50363469,-7.9154968e-05,,29.75947576465236,
129,571.2098,1547861542.6664,511.1421,1,0,-1.100111,3.2720761,1.5454141e-05,0.15619989,5.2493353e-05,0.51364142,-5.1498413e-05,,29.75240507068526,
130,581.2132,1547861552.6698,521.1455,1,0,-1.1001453,3.2716451,1.5454141e-05,0.15925694,5.2493353e-05,0.52364379,-9.5367432e-05,,29.835322171101826,
131,591.2135,1547861562.6701,531.1458,1,0,-1.1001005,3.2712779,1.5454141e-05,0.16231196,5.2493353e-05,0.53363812,-4.7683716e-06,,29.75568079640611,
132,601.2155,1547861572.6721,541.1478,1,0,-1.1001358,3.2707772,1.5454141e-05,0.16537046,5.2493353e-05,0.54364252,-9.1552734e-05,,29.740358,
133,611.2194,1547861582.676,551.1517,1,0,-1.1001368,3.2703156,1.5454141e-05,0.16842502,5.2493353e-05,0.55363268,-5.1498413e-05,,29.78511,
134,621.224,1547861592.6806,561.1563,1,0,-1.1000509,3.269876,1.5454141e-05,0.17148499,5.2493353e-05,0.5636391,-6.0081482e-05,,29.758535265625156,
135,631.2266,1547861602.6832,571.1589,1,0,-1.1002169,3.2694526,1.5454141e-05,0.17454073,5.2493353e-05,0.57363033,-7.6293945e-05,,29.772885856527303,
136,641.2301,1547861612.6867,581.1624,1,0,-1.1001558,3.2690482,1.5454141e-05,0.17759702,5.2493353e-05,0.58362192,-5.4359436e-05,,29.781837,
137,651.2304,1547861622.687,591.1627,1,0,-1.0999451,3.2685561,1.5454141e-05,0.18065277,5.2493353e-05,0.59361047,-3.4332275e-05,,29.790268,
138,661.2311,1547861632.6877,601.1634,1,0,-1.1001358,3.2680669,1.5454141e-05,0.18371022,5.2493353e-05,0.60360318,-5.9127808e-05,,29.79618594082473,
139,671.2354,1547861642.692,611.1677,1,0,-1.1001663,3.2675633,1.5454141e-05,0.18676549,5.2493353e-05,0.61358732,-4.2915344e-05,,29.831743,
140,681.2406,1547861652.6972,621.1729,1,0,-1.1001368,3.2671809,1.5454141e-05,0.18982472,5.2493353e-05,0.62358302,-4.1007996e-05,,29.858323734330803,
141,691.2433,1547861662.6999,631.1756,1,0,-1.1001225,3.2666936,1.5454141e-05,0.19288053,5.2493353e-05,0.63356608,-5.3405762e-05,,29.87530883019585,
142,701.2494,1547861672.706,641.1817,1,0,-1.0999861,3.2662396,1.5454141e-05,0.19593894,5.2493353e-05,0.64355636,-5.531311e-05,,29.807682,
143,711.2553,1547861682.7119,651.1876,1,0,-1.1002283,3.2657857,1.5454141e-05,0.19899595,5.2493353e-05,0.65354061,-6.8664551e-05,,29.805807,
144,721.2563,1547861692.7129,661.1886,1,0,-1.1000738,3.2653871,1.5454141e-05,0.20205219,5.2493353e-05,0.66352105,-7.1525574e-05,,29.799675,
145,731.2574,1547861702.714,671.1897,1,0,-1.1001844,3.2649407,1.5454141e-05,0.20510942,5.2493353e-05,0.67350334,-5.7220459e-05,,29.808839908360998,
146,741.2577,1547861712.7143,681.19,1,0,-1.1000452,3.2645307,1.5454141e-05,0.20816669,5.2493353e-05,0.68348449,-4.7683716e-06,,29.831018,
147,751.2599,1547861722.7165,691.1922,1,0,-1.1002665,3.2640948,1.5454141e-05,0.2112225,5.2493353e-05,0.69345957,1.9073486e-06,,29.634199,
148,761.2627,1547861732.7193,701.195,1,0,-1.1002207,3.263639,1.5454141e-05,0.21427834,5.2493353e-05,0.70343333,-0.00012683868,,29.448389,
149,771.264,1547861742.7206,711.1963,1,0,-1.100256,3.2631907,1.5454141e-05,0.21733433,5.2493353e-05,0.71340626,-3.8146973e-05,,29.442072,
150,781.2664,1547861752.723,721.1987,1,0,-1.1000538,3.2627292,1.5454141e-05,0.22039236,5.2493353e-05,0.72338456,-0.0001115799,,29.52410417987503,
151,791.2686,1547861762.7252,731.2009,1,0,-1.1001129,3.2623353,1.5454141e-05,0.22344954,5.2493353e-05,0.73335874,-0.00010108948,,29.67684247294595,
152,801.2703,1547861772.7269,741.2026,1,0,-1.1001005,3.2619033,1.5454141e-05,0.22650415,5.2493353e-05,0.74332321,-3.8146973e-05,,29.789030878310687,
153,811.2738,1547861782.7304,751.2061,1,0,-1.1001682,3.261497,1.5454141e-05,0.22956109,5.2493353e-05,0.75329405,-4.6730042e-05,,30.027212,
154,821.2781,1547861792.7347,761.2104,1,0,-1.1002655,3.2610869,1.5454141e-05,0.23261943,5.2493353e-05,0.76326823,-8.5830688e-05,,30.136976,
155,831.2792,1547861802.7358,771.2115,1,0,-1.1001682,3.2606874,1.5454141e-05,0.23567675,5.2493353e-05,0.77323782,2.9563904e-05,,30.281734,
156,841.2825,1547861812.7391,781.2148,1,0,-1.1001425,3.2603469,1.5454141e-05,0.23873268,5.2493353e-05,0.78320175,-3.528595e-05,,30.45541226379031,
157,851.2845,1547861822.7411,791.2168,1,0,-1.1000605,3.2599587,1.5454141e-05,0.24178833,5.2493353e-05,0.79316354,3.3378601e-05,,30.57541680019996,
158,861.2855,1547861832.7421,801.2178,1,0,-1.100172,3.2595553,1.5454141e-05,0.2448456,5.2493353e-05,0.80312949,-0.00010204315,,30.697079783491652,
159,871.2897,1547861842.7463,811.222,1,0,-1.1000834,3.2592673,1.5454141e-05,0.24790402,5.2493353e-05,0.81309801,-1.6212463e-05,,30.79869898423662,
160,881.2941,1547861852.7507,821.2264,1,0,-1.1001472,3.2588763,1.5454141e-05,0.25096029,5.2493353e-05,0.82305843,2.1934509e-05,,30.943767549948024,
161,891.2959,1547861862.7525,831.2282,1,0,-1.1001902,3.2584758,1.5454141e-05,0.25401777,5.2493353e-05,0.83302176,-3.0517578e-05,,30.99501148766222,
162,901.3019,1547861872.7585,841.2342,1,0,-1.1000938,3.2581239,1.5454141e-05,0.25707456,5.2493353e-05,0.8429817,-3.7193298e-05,,31.088583,
163,911.3045,1547861882.7611,851.2368,1,0,-1.1000986,3.257812,1.5454141e-05,0.26013038,5.2493353e-05,0.85293746,-3.3378601e-05,,31.172247,
164,921.309,1547861892.7656,861.2413,1,0,-1.1000681,3.2574573,1.5454141e-05,0.26318958,5.2493353e-05,0.86290318,-3.0517578e-05,,31.190333819213162,
