5,1,0.5,0,883,1148,1145,1208,1208,1208,1208,1208
5,1,0.5,1,1005,1182,1145,1208,1208,1208,1208,1208
5,1,0.5,2,666,1165,1208,1208,1208,1208,1208,1208
5,1,0.5,3,906,1123,1165,1208,1208,1208,1208,1208
5,1,0.5,4,673,1145,1145,1208,1208,1208,1208,1208
5,1,0.5,5,891,1175,1145,1208,1208,1208,1208,1208
5,1,0.5,6,939,1139,1165,1208,1208,1208,1208,1208
5,1,0.5,7,992,1192,1145,1208,1208,1208,1208,1208
5,1,0.5,8,727,1133,1145,1208,1208,1208,1208,1208
5,1,0.5,9,1154,1172,1165,1208,1208,1208,1208,1208
5,1,0.5,10,892,1084,1145,1145,1208,1208,1208,1208
5,1,0.5,11,920,1154,1165,1208,1208,1208,1208,1208
5,1,0.5,12,860,1154,1145,1208,1208,1208,1208,1208
5,1,0.5,13,921,1165,1165,1208,1208,1208,1208,1208
5,1,0.5,14,1173,1070,1165,1208,1208,1208,1208,1208
5,1,0.5,15,705,1064,1208,1208,1208,1208,1208,1208
5,1,0.5,16,1173,1173,1165,1208,1208,1208,1208,1208
5,1,0.5,17,692,1165,1208,1208,1208,1208,1208,1208
5,1,0.5,18,1017,1081,1145,1208,1208,1208,1208,1208
5,1,0.5,19,939,1084,1208,1208,1208,1208,1208,1208
5,1,0.5,20,1145,1145,1208,1208,1208,1208,1208,1208
5,1,0.5,21,786,1064,1165,1208,1208,1208,1208,1208
5,1,0.5,22,876,1175,1145,1208,1208,1208,1208,1208
5,1,0.5,23,866,1145,1145,1208,1208,1208,1208,1208
5,1,0.5,24,738,1152,1165,1208,1208,1208,1208,1208
5,1,0.5,25,832,1182,1182,1208,1208,1208,1208,1208
5,1,0.5,26,729,1182,1145,1208,1208,1208,1208,1208
5,1,0.5,27,822,1049,1165,1208,1208,1208,1208,1208
5,1,0.5,28,1079,1175,1145,1208,1208,1208,1208,1208
5,1,0.5,29,729,1165,1145,1208,1208,1208,1208,1208
5,1,0.5,30,936,1064,1145,1208,1208,1208,1208,1208
5,1,0.5,31,754,1070,1165,1208,1208,1208,1208,1208
5,1,0.5,32,860,1058,1208,1208,1208,1208,1208,1208
5,1,0.5,33,860,1182,1145,1145,1208,1208,1208,1208
5,1,0.5,34,1033,1067,1145,1208,1208,1208,1208,1208
5,1,0.5,35,1006,1175,1145,1208,1208,1208,1208,1208
5,1,0.5,36,613,1145,1145,1208,1208,1208,1208,1208
5,1,0.5,37,1004,1161,1165,1208,1208,1208,1208,1208
5,1,0.5,38,1048,1172,1208,1208,1208,1208,1208,1208
5,1,0.5,39,741,1064,1145,1208,1208,1208,1208,1208
5,1,0.5,40,1172,1165,1165,1208,1208,1208,1208,1208
5,1,0.5,41,749,1152,1145,1208,1208,1208,1208,1208
5,1,0.5,42,888,1165,1208,1208,1208,1208,1208,1208
5,1,0.5,43,782,1070,1145,1208,1208,1208,1208,1208
5,1,0.5,44,1026,1173,1145,1208,1208,1208,1208,1208
5,1,0.5,45,761,1165,1145,1208,1208,1208,1208,1208
5,1,0.5,46,769,1165,1145,1208,1208,1208,1208,1208
5,1,0.5,47,974,1084,1165,1208,1208,1208,1208,1208
5,1,0.5,48,986,1165,1165,1208,1208,1208,1208,1208
5,1,0.5,49,1139,1145,1208,1208,1208,1208,1208,1208
5,1,0.5,50,822,1182,1145,1208,1208,1208,1208,1208
5,1,0.5,51,845,1165,1165,1145,1208,1208,1208,1208
5,1,0.5,52,613,1165,1165,1208,1208,1208,1208,1208
5,1,0.5,53,1071,1109,1208,1208,1208,1208,1208,1208
5,1,0.5,54,711,1154,1165,1208,1208,1208,1208,1208
5,1,0.5,55,791,1165,1165,1208,1208,1208,1208,1208
5,1,0.5,56,843,1071,1145,1208,1208,1208,1208,1208
5,1,0.5,57,774,1173,1145,1208,1208,1208,1208,1208
5,1,0.5,58,663,1064,1145,1208,1208,1208,1208,1208
5,1,0.5,59,877,1182,1208,1208,1208,1208,1208,1208
5,1,0.5,60,814,1145,1208,1208,1208,1208,1208,1208
5,1,0.5,61,793,1152,1145,1208,1208,1208,1208,1208
5,1,0.5,62,807,1075,1145,1208,1208,1208,1208,1208
