5,1,0.5,0,883,1148,1192,1208,1145,1208,1145,1145
5,1,0.5,1,1005,1136,1208,1145,1145,1208,1208,1208
5,1,0.5,2,666,1035,1208,1208,1208,1208,1208,1208
5,1,0.5,3,906,1182,1154,1161,1186,1161,1208,1208
5,1,0.5,4,673,1145,1182,1165,1208,1208,1208,1208
5,1,0.5,5,891,1148,1133,1208,1148,1148,1148,1148
5,1,0.5,6,939,1035,1133,1133,1123,1208,1208,1208
5,1,0.5,7,992,1145,1123,1192,1192,1192,1192,1192
5,1,0.5,8,727,1192,1165,1154,1154,1186,1182,1182
5,1,0.5,9,1154,1172,1172,1154,1182,1192,1192,1192
5,1,0.5,10,892,1145,1208,1145,1175,1145,1145,1182
5,1,0.5,11,920,1018,1182,1182,1208,1208,1208,1208
5,1,0.5,12,860,976,1192,1192,1145,1145,1145,1145
5,1,0.5,13,921,1070,1105,1165,1165,1165,1208,1208
5,1,0.5,14,1173,1064,1139,1139,1186,1186,1186,1186
5,1,0.5,15,705,1064,1101,1145,1145,1154,1154,1154
5,1,0.5,16,1173,1075,1175,1173,1165,1145,1145,1192
5,1,0.5,17,692,1165,1148,1067,1145,1208,1208,1208
5,1,0.5,18,1017,1123,1123,1182,1186,1182,1182,1182
5,1,0.5,19,939,1084,1152,1182,1182,1182,1182,1182
5,1,0.5,20,1145,1145,1154,1071,1154,1154,1154,1154
5,1,0.5,21,786,1064,1133,1186,1208,1208,1208,1208
5,1,0.5,22,876,1018,1161,1208,1161,1161,1161,1161
5,1,0.5,23,866,1152,1148,1148,1148,1148,1208,1208
5,1,0.5,24,738,1133,1133,1133,1133,1133,1133,1161
5,1,0.5,25,832,1165,1165,1173,1173,1161,1161,1161
5,1,0.5,26,729,1118,1123,1208,1208,1208,1208,1208
5,1,0.5,27,822,1005,1133,1182,1182,1208,1208,1208
5,1,0.5,28,1079,1067,1148,1145,1182,1192,1192,1192
5,1,0.5,29,729,1067,1145,974,1208,1145,1145,1145
5,1,0.5,30,936,1049,1105,1035,1105,1161,1161,1161
5,1,0.5,31,754,1005,1186,1186,1186,1208,1208,1123
5,1,0.5,32,860,1084,1182,1182,1182,1182,1192,1192
5,1,0.5,33,860,1173,1152,1165,1165,1165,1165,1165
5,1,0.5,34,1033,1075,1152,1133,1161,1161,1161,1161
5,1,0.5,35,1006,1148,1148,1148,1148,1148,1148,1148
5,1,0.5,36,613,1165,1139,1208,1208,1139,1208,1208
5,1,0.5,37,1004,1081,1067,1161,1161,1133,1133,1133
5,1,0.5,38,1048,1049,1208,1145,1192,1192,1208,1145
5,1,0.5,39,741,1110,974,974,1145,1192,1145,1208
5,1,0.5,40,1172,969,1148,1145,1133,1145,1145,1208
5,1,0.5,41,749,1175,1123,1123,1123,1123,1123,1123
5,1,0.5,42,888,1165,1145,1145,1208,1192,1192,1192
5,1,0.5,43,782,1154,1173,1172,1208,1208,1208,1208
5,1,0.5,44,1026,1133,1133,1161,1161,1161,1161,1161
5,1,0.5,45,761,1070,1175,1161,1154,1154,1208,1208
5,1,0.5,46,769,1165,1165,1105,1192,1186,1186,1186
5,1,0.5,47,974,1090,1192,1145,1192,1208,1208,1208
5,1,0.5,48,986,1165,1154,1172,1165,1165,1165,1165
5,1,0.5,49,1139,1186,974,1182,1192,1192,1208,1208
5,1,0.5,50,822,1123,1136,1182,1182,1182,1208,1208
5,1,0.5,51,845,1084,1058,1154,1152,1175,1175,1175
5,1,0.5,52,613,1064,1148,1192,1192,1192,1192,1192
5,1,0.5,53,1071,1026,1165,1208,1208,1165,1208,1208
5,1,0.5,54,711,1133,1148,1175,1161,1161,1161,1161
5,1,0.5,55,791,1109,1133,1208,1208,1208,1208,1208
5,1,0.5,56,843,1161,1161,1165,1186,1186,1161,1161
5,1,0.5,57,774,1110,1123,1123,1186,1186,1186,1186
5,1,0.5,58,663,1172,1172,1172,1208,1208,1208,1208
5,1,0.5,59,877,1058,1154,1165,1165,1186,1208,1208
5,1,0.5,60,814,1161,1161,1161,1139,1139,1186,1208
5,1,0.5,61,793,1106,1154,1148,1123,1123,1154,1154
5,1,0.5,62,807,1067,1165,1165,1208,1208,1208,1208
5,1,0.5,63,893,1110,1186,1208,1165,1208,1208,1208
5,1,0.5,64,823,1145,1148,1123,1123,1123,1123,1123
5,1,0.5,65,1004,1004,1004,1165,1165,1165,1165,1165
5,1,0.5,66,714,1208,1192,1192,1154,1154,1154,1165
5,1,0.5,67,823,1067,1145,1079,1186,1186,1186,1186
5,1,0.5,68,1031,1172,1165,1165,1165,1165,1165,1165
5,1,0.5,69,845,1172,1172,1172,1139,1139,1139,1208
5,1,0.5,70,921,1133,1208,1208,1208,1208,1208,1208
5,1,0.5,71,908,1133,1145,1154,1154,1154,1154,1154
5,1,0.5,72,1172,1064,1165,1192,1208,1208,1208,1208
5,1,0.5,73,970,1139,1186,1165,1165,1165,1186,1186
5,1,0.5,74,573,1148,1161,1161,1161,1123,1123,1123
5,1,0.5,75,998,1018,1123,1165,1208,1208,1208,1208
5,1,0.5,76,807,1090,1186,1186,1161,1161,1208,1208
5,1,0.5,77,1133,1058,1133,1133,1133,1161,1161,1161
5,1,0.5,78,1101,892,1192,1208,1208,1145,1208,1208
5,1,0.5,79,814,1011,1148,1186,1208,1208,1208,1208
5,1,0.5,80,1175,1084,1208,1208,1208,1208,1208,1208
5,1,0.5,81,716,1208,1148,1161,1154,1154,1154,1154
5,1,0.5,82,1192,1192,1208,1208,1208,1208,1208,1208
5,1,0.5,83,716,1175,1165,1165,1145,1165,1165,1133
5,1,0.5,84,1004,1067,1084,1161,1161,1161,1192,1192
5,1,0.5,85,620,1145,1186,1186,1192,1208,1208,1208
5,1,0.5,86,687,1075,1154,1133,1154,1154,1154,1154
5,1,0.5,87,645,1033,1172,1186,1192,1192,1192,1192
5,1,0.5,88,729,1110,1165,1165,1165,1165,1165,1165
5,1,0.5,89,915,970,1186,1186,1208,1186,1186,1186
5,1,0.5,90,860,1139,1139,1139,1139,1165,1208,1208
5,1,0.5,91,1035,1172,1161,1182,1145,1182,1182,1154
5,1,0.5,92,1154,1082,1145,1186,1208,1186,1186,1186
5,1,0.5,93,939,1081,1133,1123,1123,1123,1161,1161
5,1,0.5,94,1186,1123,1123,1123,1123,1123,1208,1208
5,1,0.5,95,908,1165,1165,1154,1154,1182,1182,1182
5,1,0.5,96,891,1133,1161,1133,1133,1145,1145,1208
5,1,0.5,97,728,1067,1192,1148,1192,1192,1192,1192
5,1,0.5,98,900,1165,1165,1165,1165,1165,1165,1165
5,1,0.5,99,915,1192,1192,1192,1192,1192,1182,1182
