4.800,4.800
6.800,1.600
7.100,1.600
7.400,1.600
7.700,1.600
8.000,1.600
6.200,1.900
6.500,1.900
6.800,1.900
7.100,1.900
7.400,1.900
7.700,1.900
8.000,1.900
5.900,2.200
6.200,2.200
6.500,2.200
6.800,2.200
7.100,2.200
7.400,2.200
7.700,2.200
8.000,2.200
5.600,2.500
5.900,2.500
6.200,2.500
6.500,2.500
6.800,2.500
7.100,2.500
7.400,2.500
7.700,2.500
8.000,2.500
5.600,2.800
5.900,2.800
6.200,2.800
6.500,2.800
6.800,2.800
7.100,2.800
7.400,2.800
7.700,2.800
8.000,2.800
5.300,3.100
5.600,3.100
5.900,3.100
6.200,3.100
6.500,3.100
6.800,3.100
7.100,3.100
7.400,3.100
7.700,3.100
8.000,3.100
5.300,3.400
5.600,3.400
5.900,3.400
6.200,3.400
6.500,3.400
6.800,3.400
7.100,3.400
7.400,3.400
7.700,3.400
8.000,3.400
5.300,3.700
5.600,3.700
5.900,3.700
6.200,3.700
6.500,3.700
6.800,3.700
7.100,3.700
7.400,3.700
7.700,3.700
8.000,3.700
5.000,4.000
5.300,4.000
5.600,4.000
5.900,4.000
6.200,4.000
6.500,4.000
6.800,4.000
7.100,4.000
7.400,4.000
7.700,4.000
8.000,4.000
5.000,4.300
5.300,4.300
5.600,4.300
5.900,4.300
6.200,4.300
6.500,4.300
6.800,4.300
7.100,4.300
7.400,4.300
7.700,4.300
8.000,4.300
5.000,4.600
5.300,4.600
5.600,4.600
5.900,4.600
6.200,4.600
6.500,4.600
6.800,4.600
4.000,5.000
4.300,5.000
4.600,5.000
3.100,5.300
3.400,5.300
3.700,5.300
4.000,5.300
4.300,5.300
4.600,5.300
2.500,5.600
2.800,5.600
3.100,5.600
3.400,5.600
3.700,5.600
4.000,5.600
4.300,5.600
4.600,5.600
2.200,5.900
2.500,5.900
2.800,5.900
3.100,5.900
3.400,5.900
3.700,5.900
4.000,5.900
4.300,5.900
4.600,5.900
1.900,6.200
2.200,6.200
2.500,6.200
2.800,6.200
3.100,6.200
3.400,6.200
3.700,6.200
4.000,6.200
4.300,6.200
4.600,6.200
1.900,6.500
2.200,6.500
2.500,6.500
2.800,6.500
3.100,6.500
3.400,6.500
3.700,6.500
4.000,6.500
4.300,6.500
4.600,6.500
1.600,6.800
1.900,6.800
2.200,6.800
2.500,6.800
2.800,6.800
3.100,6.800
3.400,6.800
3.700,6.800
4.000,6.800
4.300,6.800
4.600,6.800
1.600,7.100
1.900,7.100
2.200,7.100
2.500,7.100
2.800,7.100
3.100,7.100
3.400,7.100
3.700,7.100
4.000,7.100
4.300,7.100
1.600,7.400
1.900,7.400
2.200,7.400
2.500,7.400
2.800,7.400
3.100,7.400
3.400,7.400
3.700,7.400
4.000,7.400
4.300,7.400
1.600,7.700
1.900,7.700
2.200,7.700
2.500,7.700
2.800,7.700
3.100,7.700
3.400,7.700
3.700,7.700
4.000,7.700
4.300,7.700
1.600,8.000
1.900,8.000
2.200,8.000
2.500,8.000
2.800,8.000
3.100,8.000
3.400,8.000
3.700,8.000
4.000,8.000
4.300,8.000
