3.000,6.000,5.600,4.600,966.000
3.000,8.000,3.600,4.600,960.000
3.000,8.000,4.200,4.000,950.000
3.000,8.000,4.800,3.400,946.000
3.000,8.000,5.200,3.000,939.000
3.000,8.000,5.600,2.600,938.000
3.600,5.200,5.600,4.800,978.000
3.600,5.600,5.200,4.800,978.000
3.600,5.600,5.600,4.400,965.000
3.600,6.000,4.800,4.800,983.000
3.600,6.000,5.200,4.400,966.000
3.600,6.000,5.600,4.000,959.000
3.600,8.000,3.000,4.600,961.000
3.600,8.000,3.600,4.000,953.000
3.600,8.000,4.200,3.400,945.000
3.600,8.000,4.800,2.800,941.000
3.600,8.000,5.200,2.400,933.000
3.600,8.000,5.600,2.000,932.000
4.200,4.800,5.600,4.600,976.000
4.200,5.200,5.200,4.600,973.000
4.200,5.200,5.600,4.200,971.000
4.200,5.600,4.800,4.600,976.000
4.200,5.600,5.200,4.200,971.000
4.200,5.600,5.600,3.800,963.000
4.200,6.000,4.200,4.800,982.000
4.200,6.000,4.800,4.200,968.000
4.200,6.000,5.200,3.800,964.000
4.200,6.000,5.600,3.400,959.000
4.200,8.000,3.000,4.000,951.000
4.200,8.000,3.600,3.400,945.000
4.200,8.000,4.200,2.800,939.000
4.200,8.000,4.800,2.200,933.000
4.200,8.000,5.200,1.800,931.000
4.200,8.000,5.600,1.400,925.000
4.800,4.200,5.600,4.600,979.000
4.800,4.800,5.200,4.400,970.000
4.800,4.800,5.600,4.000,963.000
4.800,5.200,4.800,4.400,970.000
4.800,5.200,5.200,4.000,964.000
4.800,5.200,5.600,3.600,964.000
4.800,5.600,4.200,4.600,978.000
4.800,5.600,4.800,4.000,966.000
4.800,5.600,5.200,3.600,964.000
4.800,5.600,5.600,3.200,952.000
4.800,6.000,3.600,4.800,985.000
4.800,6.000,4.200,4.200,970.000
4.800,6.000,4.800,3.600,958.000
4.800,6.000,5.200,3.200,952.000
4.800,6.000,5.600,2.800,951.000
4.800,8.000,3.000,3.400,968.000
4.800,8.000,3.600,2.800,958.000
4.800,8.000,4.200,2.200,947.000
4.800,8.000,4.800,1.600,937.000
4.800,8.000,5.200,1.200,934.000
4.800,8.000,5.600,0.800,927.000
5.200,3.600,5.600,4.800,986.000
5.200,4.200,5.200,4.600,977.000
5.200,4.200,5.600,4.200,976.000
5.200,4.800,4.800,4.400,971.000
5.200,4.800,5.200,4.000,965.000
5.200,4.800,5.600,3.600,965.000
5.200,5.200,4.200,4.600,976.000
5.200,5.200,4.800,4.000,965.000
5.200,5.200,5.200,3.600,962.000
5.200,5.200,5.600,3.200,950.000
5.200,5.600,3.600,4.800,981.000
5.200,5.600,4.200,4.200,966.000
5.200,5.600,4.800,3.600,960.000
5.200,5.600,5.200,3.200,950.000
5.200,5.600,5.600,2.800,948.000
5.200,6.000,3.600,4.400,971.000
5.200,6.000,4.200,3.800,966.000
5.200,6.000,4.800,3.200,953.000
5.200,6.000,5.200,2.800,949.000
5.200,6.000,5.600,2.400,939.000
5.200,8.000,3.000,3.000,941.000
5.200,8.000,3.600,2.400,934.000
5.200,8.000,4.200,1.800,930.000
5.200,8.000,4.800,1.200,925.000
5.200,8.000,5.200,0.800,920.000
5.200,8.000,5.600,0.400,920.000
5.600,3.600,5.200,4.800,988.000
5.600,3.600,5.600,4.400,973.000
5.600,4.200,4.800,4.600,974.000
5.600,4.200,5.200,4.200,969.000
5.600,4.200,5.600,3.800,962.000
5.600,4.800,4.200,4.600,976.000
5.600,4.800,4.800,4.000,965.000
5.600,4.800,5.200,3.600,962.000
5.600,4.800,5.600,3.200,951.000
5.600,5.200,3.600,4.800,982.000
5.600,5.200,4.200,4.200,968.000
5.600,5.200,4.800,3.600,961.000
5.600,5.200,5.200,3.200,951.000
5.600,5.200,5.600,2.800,949.000
5.600,5.600,3.600,4.400,971.000
5.600,5.600,4.200,3.800,966.000
5.600,5.600,4.800,3.200,953.000
5.600,5.600,5.200,2.800,949.000
5.600,5.600,5.600,2.400,939.000
5.600,6.000,3.000,4.600,972.000
5.600,6.000,3.600,4.000,963.000
5.600,6.000,4.200,3.400,956.000
5.600,6.000,4.800,2.800,949.000
5.600,6.000,5.200,2.400,940.000
5.600,6.000,5.600,2.000,939.000
5.600,8.000,3.000,2.600,953.000
5.600,8.000,3.600,2.000,944.000
5.600,8.000,4.200,1.400,934.000
5.600,8.000,4.800,0.800,927.000
5.600,8.000,5.200,0.400,925.000
6.000,3.000,5.600,4.600,980.000
6.000,3.600,4.800,4.800,994.000
6.000,3.600,5.200,4.400,976.000
6.000,3.600,5.600,4.000,968.000
6.000,4.200,4.200,4.800,990.000
6.000,4.200,4.800,4.200,975.000
6.000,4.200,5.200,3.800,971.000
6.000,4.200,5.600,3.400,965.000
6.000,4.800,3.600,4.800,989.000
6.000,4.800,4.200,4.200,973.000
6.000,4.800,4.800,3.600,961.000
6.000,4.800,5.200,3.200,956.000
6.000,4.800,5.600,2.800,954.000
6.000,5.200,3.600,4.400,973.000
6.000,5.200,4.200,3.800,968.000
6.000,5.200,4.800,3.200,955.000
6.000,5.200,5.200,2.800,951.000
6.000,5.200,5.600,2.400,941.000
6.000,5.600,3.000,4.600,973.000
6.000,5.600,3.600,4.000,964.000
6.000,5.600,4.200,3.400,957.000
6.000,5.600,4.800,2.800,949.000
6.000,5.600,5.200,2.400,940.000
6.000,5.600,5.600,2.000,939.000
6.000,6.000,3.000,4.200,973.000
6.000,6.000,3.600,3.600,965.000
6.000,6.000,4.200,3.000,953.000
6.000,6.000,4.800,2.400,943.000
6.000,6.000,5.200,2.000,940.000
6.000,6.000,5.600,1.600,932.000
6.000,8.000,3.000,2.200,933.000
6.000,8.000,3.600,1.600,927.000
6.000,8.000,4.200,1.000,922.000
6.000,8.000,4.800,0.400,920.000
8.000,3.000,3.600,4.600,976.000
8.000,3.000,4.200,4.000,965.000
8.000,3.000,4.800,3.400,961.000
8.000,3.000,5.200,3.000,952.000
8.000,3.000,5.600,2.600,951.000
8.000,3.600,3.000,4.600,972.000
8.000,3.600,3.600,4.000,964.000
8.000,3.600,4.200,3.400,955.000
8.000,3.600,4.800,2.800,950.000
8.000,3.600,5.200,2.400,942.000
8.000,3.600,5.600,2.000,941.000
8.000,4.200,3.000,4.000,959.000
8.000,4.200,3.600,3.400,953.000
8.000,4.200,4.200,2.800,946.000
8.000,4.200,4.800,2.200,940.000
8.000,4.200,5.200,1.800,938.000
8.000,4.200,5.600,1.400,931.000
8.000,4.800,3.000,3.400,954.000
8.000,4.800,3.600,2.800,947.000
8.000,4.800,4.200,2.200,939.000
8.000,4.800,4.800,1.600,930.000
8.000,4.800,5.200,1.200,928.000
8.000,4.800,5.600,0.800,923.000
8.000,5.200,3.000,3.000,945.000
8.000,5.200,3.600,2.400,938.000
8.000,5.200,4.200,1.800,934.000
8.000,5.200,4.800,1.200,928.000
8.000,5.200,5.200,0.800,923.000
8.000,5.200,5.600,0.400,922.000
8.000,5.600,3.000,2.600,944.000
8.000,5.600,3.600,2.000,937.000
8.000,5.600,4.200,1.400,929.000
8.000,5.600,4.800,0.800,923.000
8.000,5.600,5.200,0.400,922.000
8.000,6.000,3.000,2.200,936.000
8.000,6.000,3.600,1.600,929.000
8.000,6.000,4.200,1.000,923.000
8.000,6.000,4.800,0.400,922.000
8.000,8.000,3.000,0.200,923.000
