sim mode,gamma,epsilon,beta,seed,mean lifetime,
med,20.0,0.8,0.93135,5,975,
med,20.0,0.8,0.93135,6,960,
med,20.0,0.8,0.93135,7,945,
med,20.0,0.8,0.93135,8,976,
med,20.0,0.8,0.93135,9,952,
med,20.0,0.85,0.50794,0,956,
med,20.0,0.85,0.50794,1,952,
med,20.0,0.85,0.50794,2,932,
med,20.0,0.85,0.50794,3,970,
med,20.0,0.85,0.50794,4,974,
med,20.0,0.85,0.50794,5,975,
med,20.0,0.85,0.50794,6,940,
med,20.0,0.85,0.50794,7,945,
med,20.0,0.85,0.50794,8,964,
med,20.0,0.85,0.50794,9,952,
med,20.0,0.9,0.2868,0,969,
med,20.0,0.9,0.2868,1,966,
med,20.0,0.9,0.2868,2,932,
med,20.0,0.9,0.2868,3,954,
med,20.0,0.9,0.2868,4,975,
med,20.0,0.9,0.2868,5,967,
med,20.0,0.9,0.2868,6,975,
med,20.0,0.9,0.2868,7,963,
med,20.0,0.9,0.2868,8,976,
med,20.0,0.9,0.2868,9,952,
hi,0.01,0.7,3.54107,0,1105,
hi,0.01,0.7,3.54107,1,1152,
hi,0.01,0.7,3.54107,2,1175,
hi,0.01,0.7,3.54107,3,1173,
hi,0.01,0.7,3.54107,4,1123,
hi,0.01,0.7,3.54107,5,1123,
hi,0.01,0.7,3.54107,6,1175,
hi,0.01,0.7,3.54107,7,1152,
hi,0.01,0.7,3.54107,8,1152,
hi,0.01,0.7,3.54107,9,1152,
hi,0.01,0.75,1.77588,0,1105,
hi,0.01,0.75,1.77588,1,1152,
hi,0.01,0.75,1.77588,2,1123,
hi,0.01,0.75,1.77588,3,1175,
hi,0.01,0.75,1.77588,4,1123,
hi,0.01,0.75,1.77588,5,1123,
hi,0.01,0.75,1.77588,6,1175,
hi,0.01,0.75,1.77588,7,1105,
hi,0.01,0.75,1.77588,8,1175,
hi,0.01,0.75,1.77588,9,1152,
hi,0.01,0.8,0.93135,0,1152,
hi,0.01,0.8,0.93135,1,1105,
hi,0.01,0.8,0.93135,2,1123,
hi,0.01,0.8,0.93135,3,1173,
hi,0.01,0.8,0.93135,4,1123,
hi,0.01,0.8,0.93135,5,1123,
hi,0.01,0.8,0.93135,6,1175,
hi,0.01,0.8,0.93135,7,1105,
hi,0.01,0.8,0.93135,8,1175,
hi,0.01,0.8,0.93135,9,1152,
hi,0.01,0.85,0.50794,0,1152,
hi,0.01,0.85,0.50794,1,1105,
hi,0.01,0.85,0.50794,2,1175,
hi,0.01,0.85,0.50794,3,1173,
hi,0.01,0.85,0.50794,4,1123,
hi,0.01,0.85,0.50794,5,1123,
hi,0.01,0.85,0.50794,6,1173,
hi,0.01,0.85,0.50794,7,1105,
hi,0.01,0.85,0.50794,8,1152,
hi,0.01,0.85,0.50794,9,1152,
hi,0.01,0.9,0.2868,0,1152,
hi,0.01,0.9,0.2868,1,1105,
hi,0.01,0.9,0.2868,2,1175,
hi,0.01,0.9,0.2868,3,1173,
hi,0.01,0.9,0.2868,4,1123,
hi,0.01,0.9,0.2868,5,1175,
hi,0.01,0.9,0.2868,6,1173,
hi,0.01,0.9,0.2868,7,1105,
hi,0.01,0.9,0.2868,8,1152,
hi,0.01,0.9,0.2868,9,1152,
hi,0.1,0.7,3.54107,0,1173,
hi,0.1,0.7,3.54107,1,1173,
hi,0.1,0.7,3.54107,2,1173,
hi,0.1,0.7,3.54107,3,1165,
hi,0.1,0.7,3.54107,4,1173,
hi,0.1,0.7,3.54107,5,1173,
hi,0.1,0.7,3.54107,6,1173,
hi,0.1,0.7,3.54107,7,1173,
hi,0.1,0.7,3.54107,8,1165,
hi,0.1,0.7,3.54107,9,1173,
hi,0.1,0.75,1.77588,0,1173,
hi,0.1,0.75,1.77588,1,1173,
hi,0.1,0.75,1.77588,2,1173,
hi,0.1,0.75,1.77588,3,1165,
hi,0.1,0.75,1.77588,4,1173,
hi,0.1,0.75,1.77588,5,1173,
hi,0.1,0.75,1.77588,6,1173,
hi,0.1,0.75,1.77588,7,1173,
hi,0.1,0.75,1.77588,8,1165,
hi,0.1,0.75,1.77588,9,1173,
hi,0.1,0.8,0.93135,0,1173,
hi,0.1,0.8,0.93135,1,1173,
hi,0.1,0.8,0.93135,2,1173,
hi,0.1,0.8,0.93135,3,1165,
hi,0.1,0.8,0.93135,4,1173,
hi,0.1,0.8,0.93135,5,1173,
hi,0.1,0.8,0.93135,6,1173,
hi,0.1,0.8,0.93135,7,1154,
hi,0.1,0.8,0.93135,8,1173,
hi,0.1,0.8,0.93135,9,1173,
hi,0.1,0.85,0.50794,0,1173,
hi,0.1,0.85,0.50794,1,1173,
hi,0.1,0.85,0.50794,2,1173,
hi,0.1,0.85,0.50794,3,1165,
hi,0.1,0.85,0.50794,4,1154,
hi,0.1,0.85,0.50794,5,1173,
hi,0.1,0.85,0.50794,6,1173,
hi,0.1,0.85,0.50794,7,1173,
hi,0.1,0.85,0.50794,8,1173,
hi,0.1,0.85,0.50794,9,1173,
hi,0.1,0.9,0.2868,0,1173,
hi,0.1,0.9,0.2868,1,1173,
hi,0.1,0.9,0.2868,2,1173,
hi,0.1,0.9,0.2868,3,1165,
hi,0.1,0.9,0.2868,4,1154,
hi,0.1,0.9,0.2868,5,1173,
hi,0.1,0.9,0.2868,6,1173,
hi,0.1,0.9,0.2868,7,1154,
hi,0.1,0.9,0.2868,8,1172,
hi,0.1,0.9,0.2868,9,1173,
hi,0.2,0.7,3.54107,0,1173,
hi,0.2,0.7,3.54107,1,1070,
hi,0.2,0.7,3.54107,2,1154,
hi,0.2,0.7,3.54107,3,1070,
hi,0.2,0.7,3.54107,4,1154,
hi,0.2,0.7,3.54107,5,1173,
hi,0.2,0.7,3.54107,6,1070,
hi,0.2,0.7,3.54107,7,1154,
hi,0.2,0.7,3.54107,8,1165,
hi,0.2,0.7,3.54107,9,1173,
hi,0.2,0.75,1.77588,0,1173,
hi,0.2,0.75,1.77588,1,1070,
hi,0.2,0.75,1.77588,2,1173,
hi,0.2,0.75,1.77588,3,1165,
hi,0.2,0.75,1.77588,4,1154,
hi,0.2,0.75,1.77588,5,1173,
hi,0.2,0.75,1.77588,6,1070,
hi,0.2,0.75,1.77588,7,1154,
hi,0.2,0.75,1.77588,8,1165,
hi,0.2,0.75,1.77588,9,1173,
hi,0.2,0.8,0.93135,0,1154,
hi,0.2,0.8,0.93135,1,1173,
hi,0.2,0.8,0.93135,2,1173,
hi,0.2,0.8,0.93135,3,1165,
hi,0.2,0.8,0.93135,4,1154,
hi,0.2,0.8,0.93135,5,1173,
hi,0.2,0.8,0.93135,6,1173,
hi,0.2,0.8,0.93135,7,1154,
hi,0.2,0.8,0.93135,8,1172,
hi,0.2,0.8,0.93135,9,1173,
hi,0.2,0.85,0.50794,0,1154,
hi,0.2,0.85,0.50794,1,1173,
hi,0.2,0.85,0.50794,2,1173,
hi,0.2,0.85,0.50794,3,1145,
hi,0.2,0.85,0.50794,4,1154,
hi,0.2,0.85,0.50794,5,1173,
hi,0.2,0.85,0.50794,6,1173,
hi,0.2,0.85,0.50794,7,1154,
hi,0.2,0.85,0.50794,8,1165,
hi,0.2,0.85,0.50794,9,1173,
hi,0.2,0.9,0.2868,0,1154,
hi,0.2,0.9,0.2868,1,1173,
hi,0.2,0.9,0.2868,2,1173,
hi,0.2,0.9,0.2868,3,1145,
hi,0.2,0.9,0.2868,4,1173,
hi,0.2,0.9,0.2868,5,1173,
hi,0.2,0.9,0.2868,6,1173,
hi,0.2,0.9,0.2868,7,1154,
hi,0.2,0.9,0.2868,8,1165,
hi,0.2,0.9,0.2868,9,1173,
hi,0.5,0.7,3.54107,0,1067,
hi,0.5,0.7,3.54107,1,1067,
hi,0.5,0.7,3.54107,2,1173,
hi,0.5,0.7,3.54107,3,1145,
hi,0.5,0.7,3.54107,4,1152,
hi,0.5,0.7,3.54107,5,1145,
hi,0.5,0.7,3.54107,6,1067,
hi,0.5,0.7,3.54107,7,1067,
hi,0.5,0.7,3.54107,8,1145,
hi,0.5,0.7,3.54107,9,1067,
hi,0.5,0.75,1.77588,0,1067,
hi,0.5,0.75,1.77588,1,1067,
hi,0.5,0.75,1.77588,2,1075,
hi,0.5,0.75,1.77588,3,1067,
hi,0.5,0.75,1.77588,4,1152,
hi,0.5,0.75,1.77588,5,1067,
hi,0.5,0.75,1.77588,6,1067,
hi,0.5,0.75,1.77588,7,1067,
hi,0.5,0.75,1.77588,8,1145,
hi,0.5,0.75,1.77588,9,1067,
hi,0.5,0.8,0.93135,0,1070,
hi,0.5,0.8,0.93135,1,1067,
hi,0.5,0.8,0.93135,2,1145,
hi,0.5,0.8,0.93135,3,1145,
hi,0.5,0.8,0.93135,4,1070,
hi,0.5,0.8,0.93135,5,1145,
hi,0.5,0.8,0.93135,6,1067,
hi,0.5,0.8,0.93135,7,1067,
hi,0.5,0.8,0.93135,8,1145,
hi,0.5,0.8,0.93135,9,1067,
hi,0.5,0.85,0.50794,0,1173,
hi,0.5,0.85,0.50794,1,1067,
hi,0.5,0.85,0.50794,2,1145,
hi,0.5,0.85,0.50794,3,1145,
hi,0.5,0.85,0.50794,4,1070,
hi,0.5,0.85,0.50794,5,1067,
hi,0.5,0.85,0.50794,6,1067,
hi,0.5,0.85,0.50794,7,1152,
hi,0.5,0.85,0.50794,8,1145,
hi,0.5,0.85,0.50794,9,1145,
hi,0.5,0.9,0.2868,0,1070,
hi,0.5,0.9,0.2868,1,1067,
hi,0.5,0.9,0.2868,2,1145,
hi,0.5,0.9,0.2868,3,1145,
hi,0.5,0.9,0.2868,4,1175,
hi,0.5,0.9,0.2868,5,1145,
hi,0.5,0.9,0.2868,6,1067,
hi,0.5,0.9,0.2868,7,1133,
hi,0.5,0.9,0.2868,8,1145,
hi,0.5,0.9,0.2868,9,1145,
hi,1.0,0.7,3.54107,0,1070,
hi,1.0,0.7,3.54107,1,1067,
hi,1.0,0.7,3.54107,2,1064,
hi,1.0,0.7,3.54107,3,1070,
hi,1.0,0.7,3.54107,4,1070,
hi,1.0,0.7,3.54107,5,1067,
hi,1.0,0.7,3.54107,6,1067,
hi,1.0,0.7,3.54107,7,1067,
hi,1.0,0.7,3.54107,8,1145,
hi,1.0,0.7,3.54107,9,1067,
hi,1.0,0.75,1.77588,0,1067,
hi,1.0,0.75,1.77588,1,1067,
hi,1.0,0.75,1.77588,2,1064,
hi,1.0,0.75,1.77588,3,1067,
hi,1.0,0.75,1.77588,4,1067,
hi,1.0,0.75,1.77588,5,1067,
hi,1.0,0.75,1.77588,6,1067,
hi,1.0,0.75,1.77588,7,1067,
hi,1.0,0.75,1.77588,8,1145,
hi,1.0,0.75,1.77588,9,1067,
hi,1.0,0.8,0.93135,0,1067,
hi,1.0,0.8,0.93135,1,1067,
hi,1.0,0.8,0.93135,2,1067,
hi,1.0,0.8,0.93135,3,1067,
hi,1.0,0.8,0.93135,4,1070,
hi,1.0,0.8,0.93135,5,1067,
hi,1.0,0.8,0.93135,6,1067,
hi,1.0,0.8,0.93135,7,1081,
hi,1.0,0.8,0.93135,8,1070,
hi,1.0,0.8,0.93135,9,1067,
hi,1.0,0.85,0.50794,0,1067,
hi,1.0,0.85,0.50794,1,1067,
hi,1.0,0.85,0.50794,2,1145,
hi,1.0,0.85,0.50794,3,1067,
hi,1.0,0.85,0.50794,4,1067,
hi,1.0,0.85,0.50794,5,1067,
hi,1.0,0.85,0.50794,6,1067,
hi,1.0,0.85,0.50794,7,1133,
hi,1.0,0.85,0.50794,8,1109,
hi,1.0,0.85,0.50794,9,1067,
hi,1.0,0.9,0.2868,0,1064,
hi,1.0,0.9,0.2868,1,1067,
hi,1.0,0.9,0.2868,2,1145,
hi,1.0,0.9,0.2868,3,1165,
hi,1.0,0.9,0.2868,4,1070,
hi,1.0,0.9,0.2868,5,1067,
hi,1.0,0.9,0.2868,6,1067,
hi,1.0,0.9,0.2868,7,1081,
hi,1.0,0.9,0.2868,8,1070,
hi,1.0,0.9,0.2868,9,1067,
hi,10.0,0.7,3.54107,0,1118,
hi,10.0,0.7,3.54107,1,1075,
hi,10.0,0.7,3.54107,2,1058,
hi,10.0,0.7,3.54107,3,1081,
hi,10.0,0.7,3.54107,4,1084,
hi,10.0,0.7,3.54107,5,1064,
hi,10.0,0.7,3.54107,6,1109,
hi,10.0,0.7,3.54107,7,1081,
hi,10.0,0.7,3.54107,8,1070,
hi,10.0,0.7,3.54107,9,1133,
hi,10.0,0.75,1.77588,0,1006,
hi,10.0,0.75,1.77588,1,1084,
hi,10.0,0.75,1.77588,2,1058,
hi,10.0,0.75,1.77588,3,1090,
hi,10.0,0.75,1.77588,4,1075,
hi,10.0,0.75,1.77588,5,1064,
hi,10.0,0.75,1.77588,6,1075,
hi,10.0,0.75,1.77588,7,1075,
hi,10.0,0.75,1.77588,8,1090,
hi,10.0,0.75,1.77588,9,1081,
hi,10.0,0.8,0.93135,0,1058,
hi,10.0,0.8,0.93135,1,1075,
hi,10.0,0.8,0.93135,2,1133,
hi,10.0,0.8,0.93135,3,1118,
hi,10.0,0.8,0.93135,4,1118,
hi,10.0,0.8,0.93135,5,1118,
hi,10.0,0.8,0.93135,6,1081,
hi,10.0,0.8,0.93135,7,1133,
hi,10.0,0.8,0.93135,8,1049,
hi,10.0,0.8,0.93135,9,1067,
hi,10.0,0.85,0.50794,0,1075,
hi,10.0,0.85,0.50794,1,1084,
hi,10.0,0.85,0.50794,2,1070,
hi,10.0,0.85,0.50794,3,1081,
hi,10.0,0.85,0.50794,4,1084,
hi,10.0,0.85,0.50794,5,1058,
hi,10.0,0.85,0.50794,6,1075,
hi,10.0,0.85,0.50794,7,1084,
hi,10.0,0.85,0.50794,8,1109,
hi,10.0,0.85,0.50794,9,1067,
hi,10.0,0.9,0.2868,0,1058,
hi,10.0,0.9,0.2868,1,1079,
hi,10.0,0.9,0.2868,2,1133,
hi,10.0,0.9,0.2868,3,1109,
hi,10.0,0.9,0.2868,4,1084,
hi,10.0,0.9,0.2868,5,1058,
hi,10.0,0.9,0.2868,6,1084,
hi,10.0,0.9,0.2868,7,1081,
hi,10.0,0.9,0.2868,8,1175,
hi,10.0,0.9,0.2868,9,1133,
hi,20.0,0.7,3.54107,0,1058,
hi,20.0,0.7,3.54107,1,1152,
hi,20.0,0.7,3.54107,2,1058,
hi,20.0,0.7,3.54107,3,1152,
hi,20.0,0.7,3.54107,4,1118,
hi,20.0,0.7,3.54107,5,1172,
hi,20.0,0.7,3.54107,6,1208,
hi,20.0,0.7,3.54107,7,1192,
hi,20.0,0.7,3.54107,8,1208,
hi,20.0,0.7,3.54107,9,1173,
hi,20.0,0.75,1.77588,0,1182,
hi,20.0,0.75,1.77588,1,1063,
hi,20.0,0.75,1.77588,2,1058,
hi,20.0,0.75,1.77588,3,1172,
hi,20.0,0.75,1.77588,4,1133,
hi,20.0,0.75,1.77588,5,1031,
hi,20.0,0.75,1.77588,6,1208,
hi,20.0,0.75,1.77588,7,1186,
hi,20.0,0.75,1.77588,8,1186,
hi,20.0,0.75,1.77588,9,1182,
hi,20.0,0.8,0.93135,0,1208,
hi,20.0,0.8,0.93135,1,1139,
hi,20.0,0.8,0.93135,2,1058,
hi,20.0,0.8,0.93135,3,1172,
hi,20.0,0.8,0.93135,4,1175,
hi,20.0,0.8,0.93135,5,1182,
hi,20.0,0.8,0.93135,6,969,
hi,20.0,0.8,0.93135,7,1186,
hi,20.0,0.8,0.93135,8,1208,
hi,20.0,0.8,0.93135,9,1173,
hi,20.0,0.85,0.50794,0,1175,
hi,20.0,0.85,0.50794,1,1139,
hi,20.0,0.85,0.50794,2,1182,
hi,20.0,0.85,0.50794,3,1175,
hi,20.0,0.85,0.50794,4,1175,
hi,20.0,0.85,0.50794,5,1031,
hi,20.0,0.85,0.50794,6,1208,
hi,20.0,0.85,0.50794,7,1186,
hi,20.0,0.85,0.50794,8,1208,
hi,20.0,0.85,0.50794,9,1182,
hi,20.0,0.9,0.2868,0,1175,
hi,20.0,0.9,0.2868,1,1017,
hi,20.0,0.9,0.2868,2,1182,
hi,20.0,0.9,0.2868,3,1172,
hi,20.0,0.9,0.2868,4,1175,
hi,20.0,0.9,0.2868,5,1182,
hi,20.0,0.9,0.2868,6,1208,
hi,20.0,0.9,0.2868,7,1173,
hi,20.0,0.9,0.2868,8,1186,
hi,20.0,0.9,0.2868,9,1182
