8.000,4.225,267.000
4.225,8.000,607.000
8.000,3.850,163.000
3.850,8.000,412.000
8.000,3.475,99.000
3.475,8.000,229.000
7.625,4.225,268.000
4.225,7.625,593.000
8.000,3.100,44.000
3.100,8.000,149.000
7.625,3.850,161.000
3.850,7.625,396.000
8.000,2.725,22.000
2.725,8.000,109.000
7.250,4.225,306.000
4.225,7.250,557.000
0,0,0
1.600,8.000,34.000
1.975,8.000,38.000
2.350,8.000,87.000
2.725,8.000,99.000
3.100,8.000,152.000
3.475,8.000,239.000
3.850,8.000,413.000
1.600,7.625,41.000
1.975,7.625,66.000
2.350,7.625,95.000
2.725,7.625,144.000
3.100,7.625,178.000
4.225,8.000,598.000
3.475,7.625,291.000
3.850,7.625,373.000
1.600,7.250,70.000
0,0,0
3.850,8.000,404.000
4.225,8.000,596.000
3.475,8.000,241.000
4.225,7.625,596.000
3.850,7.625,403.000
3.100,8.000,183.000
4.225,7.250,550.000
8.000,4.225,260.000
3.475,7.625,259.000
4.600,6.875,595.000
2.725,8.000,96.000
3.850,7.250,428.000
7.625,4.225,271.000
3.100,7.625,187.000
4.600,6.500,666.000
8.000,3.850,166.000
0,0,0
3.850,8.000,399.000
4.225,8.000,592.000
3.475,8.000,239.000
3.850,7.625,402.000
4.225,7.625,580.000
3.100,8.000,178.000
4.225,7.250,540.000
3.475,7.625,276.000
3.850,7.250,423.000
8.000,4.225,282.000
2.725,8.000,132.000
4.600,6.875,599.000
3.100,7.625,147.000
4.600,6.500,624.000
3.475,7.250,278.000
2.350,8.000,76.000
0,0,0
3.850,8.000,401.000
4.225,8.000,611.000
3.475,8.000,236.000
8.000,4.225,225.000
3.850,7.625,380.000
4.225,7.625,605.000
4.600,6.875,594.000
3.100,8.000,173.000
7.625,4.225,274.000
3.475,7.625,287.000
8.000,3.850,156.000
4.225,7.250,556.000
3.850,7.250,414.000
4.600,6.500,615.000
6.875,4.600,404.000
2.725,8.000,107.000
0,0,0
3.850,8.000,390.000
4.225,8.000,603.000
3.475,8.000,239.000
3.850,7.625,378.000
4.225,7.625,607.000
4.225,7.250,545.000
8.000,4.225,254.000
3.100,8.000,175.000
3.475,7.625,282.000
3.850,7.250,431.000
4.600,6.875,611.000
7.625,4.225,266.000
2.725,8.000,109.000
4.600,6.500,628.000
8.000,3.850,183.000
3.100,7.625,180.000
0,0,0
3.850,8.000,397.000
4.225,8.000,579.000
3.475,8.000,262.000
3.850,7.625,399.000
4.225,7.625,614.000
3.100,8.000,168.000
4.225,7.250,550.000
3.475,7.625,250.000
8.000,4.225,280.000
3.850,7.250,409.000
2.725,8.000,100.000
4.600,6.875,605.000
3.100,7.625,199.000
4.600,6.500,642.000
7.625,4.225,282.000
3.475,7.250,249.000
0,0,0
3.850,8.000,410.000
4.225,8.000,608.000
3.475,8.000,244.000
3.850,7.625,376.000
4.225,7.625,587.000
4.225,7.250,566.000
8.000,4.225,260.000
3.100,8.000,175.000
3.475,7.625,264.000
3.850,7.250,414.000
4.600,6.875,596.000
7.625,4.225,298.000
2.725,8.000,85.000
4.600,6.500,637.000
8.000,3.850,149.000
3.100,7.625,158.000
0,0,0
3.850,8.000,387.000
4.225,8.000,597.000
3.475,8.000,227.000
3.850,7.625,398.000
4.225,7.625,618.000
3.100,8.000,170.000
4.225,7.250,542.000
3.475,7.625,255.000
8.000,4.225,241.000
3.850,7.250,435.000
2.725,8.000,103.000
4.600,6.875,590.000
3.100,7.625,192.000
4.600,6.500,636.000
7.625,4.225,293.000
3.475,7.250,285.000
0,0,0
3.850,8.000,391.000
4.225,8.000,601.000
3.475,8.000,240.000
3.850,7.625,405.000
4.225,7.625,601.000
4.225,7.250,556.000
3.100,8.000,176.000
8.000,4.225,269.000
3.475,7.625,271.000
3.850,7.250,398.000
4.600,6.875,613.000
2.725,8.000,74.000
7.625,4.225,281.000
4.600,6.500,652.000
3.100,7.625,177.000
8.000,3.850,135.000
0,0,0
